position,title,placeId,dataId,thumbnail,phone,address,website,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,description,longitude,latitude,area
1,Bryant Street Market,ChIJvTL5iH_yNIgRUUq0ccQY6DA,0x8834f27f88f932bd:0x30e818c471b44a51,https://lh5.googleusercontent.com/p/AF1QipNQP9WZ63mAYvL6IjegoXWxnj4c2oz8SVEwV319=w80-h106-k-no,(412) 661-8720,"5901 Bryant St, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6:30\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6:30\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '6:30\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '6:30\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6:30\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6:30\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6:30\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.6,274.0,Grocery store,"{'latitude': 40.475871, 'longitude': -79.9193949}","['In-store shopping', 'Delivery']",,-79.9193949,40.475871,Highland Park
2,R Market,ChIJx9iSpQzyNIgR_SApLGX0mx0,0x8834f20ca592d8c7:0x1d9bf4652c2920fd,https://lh5.googleusercontent.com/p/AF1QipMqr8_pQghI8d96wvJQanUEX7vgOA1HpKqlNPXw=w155-h92-k-no,(412) 661-7364,"256 S Highland Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.2,19.0,Grocery store,"{'latitude': 40.4572807, 'longitude': -79.9253167}","['In-store shopping', 'Delivery']",,-79.9253167,40.4572807,Highland Park
3,L A Grocery,ChIJARI4yYjtNIgRaW8HoGA4e94,0x8834ed88c9381201:0xde7b3860a0076f69,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LVsmvu5g2GbqSj5_DgFzKw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=329.38266&pitch=0&thumbfov=100,(412) 661-2421,"511 Larimer Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",4.4,83.0,Grocery store,"{'latitude': 40.4655347, 'longitude': -79.9141502}","['In-store shopping', 'Delivery']",,-79.9141502,40.4655347,Highland Park
4,Morningside Market,ChIJtaQ3ZITyNIgRSuXTwXmUzwk,0x8834f2846437a4b5:0x9cf9479c1d3e54a,https://lh5.googleusercontent.com/p/AF1QipNsIRNSd5ryOa3nNrCpBS8cqCJ5YtbsFpnhyDvo=w122-h92-k-no,(412) 363-3170,"1748 Chislett St, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",3.5,21.0,Grocery store,"{'latitude': 40.4852153, 'longitude': -79.9257774}",['In-store shopping'],,-79.9257774,40.4852153,Highland Park
5,Market 24,ChIJ_f394XHyNIgRX-SxWj5CAvQ,0x8834f271e1fdfdfd:0xf402423e5ab1e45f,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5izCEpYttuCyKnMTu83jiA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=273.04294&pitch=0&thumbfov=100,,"121 N Negley Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",5.0,5.0,Grocery store,"{'latitude': 40.4644206, 'longitude': -79.9304619}","['In-store shopping', 'Delivery']",,-79.9304619,40.4644206,Highland Park
6,Market District Supermarket,ChIJQffli7XsNIgRTB_uHRHqzQk,0x8834ecb58be5f741:0x9cdea111dee1f4c,https://lh5.googleusercontent.com/p/AF1QipOXCJym9PZAZzUdBU5cWhz5V29vzGIZAxotzWYu=w163-h92-k-no,(412) 781-6605,"910 Freeport Rd, Water Works, Pittsburgh, PA 15238",https://www.marketdistrict.com/store-locator/store-details,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.4,2032.0,Produce market,"{'latitude': 40.488520199999996, 'longitude': -79.893768}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping']",,-79.893768,40.488520199999996,Highland Park
7,Garfield Market,ChIJF3TJFG_yNIgRCXny5nQwcZk,0x8834f26f14c97417:0x99713074e6f27909,https://lh5.googleusercontent.com/p/AF1QipOYGTRBG93pDrVTuJrrBpvHtvkijeJqMJZgf4RG=w80-h141-k-no,(412) 361-1151,"340 N Aiken Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.2,61.0,Grocery store,"{'latitude': 40.467577299999995, 'longitude': -79.93448049999999}","['No-contact delivery', 'In-store shopping']",,-79.93448049999999,40.467577299999995,Highland Park
8,Food Glorious Food,ChIJHW7-g3_yNIgRchphDGmifRY,0x8834f27f83fe6e1d:0x167da2690c611a72,https://lh5.googleusercontent.com/p/AF1QipNSPVw6Ium2_oATTf34BDKFOVBW704Gii2x9j4f=w122-h92-k-no,(412) 363-5330,"5906 Bryant St, Pittsburgh, PA 15206",http://www.foodgloriousfoodpgh.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9:30\u202fAM–2:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9:30\u202fAM–2:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9:30\u202fAM–2:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9:30\u202fAM–2:30\u202fPM', 'date': '2023-10-18'}]}",4.6,68.0,Bakery,"{'latitude': 40.4754929, 'longitude': -79.91962199999999}","['In-store pickup', 'In-store shopping', 'Takeout', 'Delivery']",,-79.91962199999999,40.4754929,Highland Park
9,Le's Grocery,ChIJ065oem7yNIgRyNHK-Ydebww,0x8834f26e7a68aed3:0xc6f5e87f9cad1c8,https://lh5.googleusercontent.com/p/AF1QipPyPyS2PyUFIdNqO7bk_o3cfvOEt_sxGSnmb9Ps=w80-h106-k-no,(412) 361-8930,"5482 Penn Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.9,14.0,Grocery store,"{'latitude': 40.463966899999996, 'longitude': -79.932666}","['In-store shopping', 'Delivery']",,-79.932666,40.463966899999996,Highland Park
10,Giant Eagle Market District,ChIJ-VxiqRPtNIgR0YeU8bWls60,0x8834ed13a9625cf9:0xadb3a5b5f19487d1,https://lh5.googleusercontent.com/p/AF1QipOTVzzh4po05o8ZQvST_lcjqk4Caqr1-uU_Nkuu=w92-h92-k-no,(412) 781-6605,"910 Freeport Rd, Pittsburgh, PA 15238",https://www.gianteagle.com/stores/pa/pittsburgh/waterworks-market-district/72,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.2,401.0,Grocery store,"{'latitude': 40.488295699999995, 'longitude': -79.89380609999999}","['Delivery', 'In-store pickup', 'In-store shopping']",,-79.89380609999999,40.488295699999995,Highland Park
1,Giant Eagle Supermarket,ChIJ55g2E3DuNIgRy790OF-ioGM,0x8834ee70133698e7:0x63a0a25f3874bfcb,https://lh5.googleusercontent.com/p/AF1QipPq4rCB7GIcHPZLa0rPEENzZ8hRdQcBYSo6x_Lc=w189-h92-k-no,(412) 371-4614,"1705 S Braddock Ave, Pittsburgh, PA 15218",https://www.gianteagle.com/stores/pa/pittsburgh/edgewood-giant-eagle/1619,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.0,1117.0,Grocery store,"{'latitude': 40.4257165, 'longitude': -79.8865572}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping']",,-79.8865572,40.4257165,Regent Square
2,GetGo,ChIJL6_Vp3XuNIgR6bomBxN2Q_c,0x8834ee75a7d5af2f:0xf74376130726bae9,https://lh5.googleusercontent.com/p/AF1QipOoi3l9n8n6unX2WbeEJpv6cQzyBrnzykddBVHD=w122-h92-k-no,(412) 241-7481,"1043 S Braddock Ave, Pittsburgh, PA 15218",http://www.gianteagle.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.5,2.0,Convenience store,"{'latitude': 40.4332248, 'longitude': -79.89391239999999}","['In-store shopping', 'Delivery']",,-79.89391239999999,40.4332248,Regent Square
3,Save A Lot,ChIJP0kgbNDtNIgRhOXNN2vB2t4,0x8834edd06c20493f:0xdedac16b37cde584,https://lh5.googleusercontent.com/p/AF1QipNmHCMph3egmv1mGJ6QEoA6lxGSfcqVp9FBB9No=w122-h92-k-no,(412) 242-3204,"725 Ross Ave, Pittsburgh, PA 15221",https://savealot.com/grocery-stores/pittsburgh-15221-21499,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",3.9,796.0,Grocery store,"{'latitude': 40.4428056, 'longitude': -79.8841966}","['In-store shopping', 'Delivery']",Source for discount groceries. Discount supermarket chain carrying brand-name & private-label grocery items.,-79.8841966,40.4428056,Regent Square
4,International market of Pittsburgh,ChIJLXonrW7vNIgR0ElRsrq6l7w,0x8834ef6ead277a2d:0xbc97babab25149d0,https://lh5.googleusercontent.com/p/AF1QipMmsLq7Lic2nCUOZRbxAjr9B69iuV9axHYBQw_o=w80-h106-k-no,(412) 727-1060,"2116 Noble St, Swissvale, PA 15218",https://international-market-of-pittsburgh.business.site/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–4\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",5.0,2.0,Grocery store,"{'latitude': 40.4202805, 'longitude': -79.88502799999999}",['In-store shopping'],,-79.88502799999999,40.4202805,Regent Square
5,Giant Eagle Supermarket,ChIJqxxSBv_xNIgRHpqI1G1fn18,0x8834f1ff06521cab:0x5f9f5f6dd4889a1e,https://lh5.googleusercontent.com/p/AF1QipMacTHyXvVPfeYv_1LZncNID0jEvHWdPh3P7Gmr=w163-h92-k-no,(412) 421-8161,"1901 Murray Ave, Pittsburgh, PA 15217",https://www.gianteagle.com/stores/pa/pittsburgh/squirrel-hill-giant-eagle/38,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.0,1580.0,Grocery store,"{'latitude': 40.4354495, 'longitude': -79.9226013}","['Curbside pickup', 'In-store pickup', 'In-store shopping']",,-79.9226013,40.4354495,Regent Square
6,Market District Supermarket,ChIJS1VVVRDyNIgRZH6zaKD986M,0x8834f2105555554b:0xa3f3fda068b37e64,https://lh5.googleusercontent.com/p/AF1QipOnUghuFCcahNmsX5uXeEpbaYHKiLsO6PbrX9it=w163-h92-k-no,(412) 681-1500,"5550 Centre Ave, Pittsburgh, PA 15232",https://www.marketdistrict.com/store-locator/store-details,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",4.3,4854.0,Grocery store,"{'latitude': 40.4565029, 'longitude': -79.9346192}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']",,-79.9346192,40.4565029,Regent Square
7,Haibouna Market,ChIJrw5DbG_uNIgRjMdaSdt7qs0,0x8834ee6f6c430eaf:0xcdaa7bdb495ac78c,https://lh5.googleusercontent.com/p/AF1QipPbVFwDVMozatZqfisb4JLGxbMbU4hMdwZXD1eX=w163-h92-k-no,(725) 244-8339,"7521 Washington Ave, Pittsburgh, PA 15218",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–1\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–1\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–1\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–1\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–1\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–1\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–1\u202fAM', 'date': '2023-10-18'}]}",4.4,8.0,Grocery store,"{'latitude': 40.4209481, 'longitude': -79.886854}",['In-store shopping'],,-79.886854,40.4209481,Regent Square
8,East End Food Co-op,ChIJqXKGXcLtNIgR1463ucRHX8I,0x8834edc25d8672a9:0xc25f47c4b9b78ed7,https://lh5.googleusercontent.com/p/AF1QipOvE2Z6mF3RwJAth1S4d39VrPvwMQ5T1wI_cu_H=w137-h92-k-no,(412) 242-3598,"7516 Meade St, Pittsburgh, PA 15208",http://www.eastendfood.coop/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.6,1524.0,Grocery store,"{'latitude': 40.448231, 'longitude': -79.895472}","['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store shopping', 'Same-day delivery']",,-79.895472,40.448231,Regent Square
9,Squirrel Hill Market,ChIJTZI2vU_xNIgRUptka-9QjUw,0x8834f14fbd36924d:0x4c8d50ef6b649b52,https://lh5.googleusercontent.com/p/AF1QipOzNTE0iX_EOZN7cxY9LEYAvJZCv75SH5K8Gkc4=w85-h92-k-no,(412) 475-8495,"2130 Murray Ave, Pittsburgh, PA 15217",http://www.squirrelhillmarket.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.9,22.0,Gourmet grocery store,"{'latitude': 40.4328456, 'longitude': -79.9231815}","['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']",,-79.9231815,40.4328456,Regent Square
10,Right Market,ChIJtVdAS9LtNIgRT5hYZhGm7Nw,0x8834edd24b4057b5:0xdceca6116658984f,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FG6-nHgCLNnUWWhdo2roGQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=232.87265&pitch=0&thumbfov=100,(412) 727-1037,"1028 Penn Ave, Pittsburgh, PA 15221",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.6,22.0,Grocery store,"{'latitude': 40.4414394, 'longitude': -79.8783143}","['In-store shopping', 'Delivery']",,-79.8783143,40.4414394,Regent Square
11,Global Food Pittsburgh,ChIJH3Jd0FPtNIgRTsM81QnwuxE,0x8834ed53d05d721f:0x11bbf009d53cc34e,https://lh5.googleusercontent.com/p/AF1QipN3fSqAdn-OmI24ypyWrzpagYBDUpJQx_KRTgb7=w80-h106-k-no,(412) 727-2624,"914 Penn Ave, Wilkinsburg, PA 15221",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.4,33.0,Grocery store,"{'latitude': 40.4420212, 'longitude': -79.8800447}",['In-store shopping'],,-79.8800447,40.4420212,Regent Square
12,A&M Market,ChIJCSRFlD7tNIgRjTLyuFMFt9k,0x8834ed3e94452409:0xd9b70553b8f2328d,https://lh5.googleusercontent.com/p/AF1QipP0KvaTwZXLjJxtJomQ7IKpF7s8-rCM0u1ZEiq-=w80-h103-k-no,(412) 241-9284,"320 Coal St, Pittsburgh, PA 15221",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10:30\u202fAM–7:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10:30\u202fAM–7:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10:30\u202fAM–7:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10:30\u202fAM–7:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10:30\u202fAM–7:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10:30\u202fAM–7:30\u202fPM', 'date': '2023-10-18'}]}",4.5,6.0,Convenience store,"{'latitude': 40.4357713, 'longitude': -79.88273339999999}","['In-store shopping', 'Delivery']",,-79.88273339999999,40.4357713,Regent Square
