position,title,placeId,dataId,thumbnail,phone,address,website,description,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,longitude,latitude,area
1,Teppanyaki Kyoto,ChIJzRu8mX_yNIgRIXXPzSRbLMU,0x8834f27f99bc1bcd:0xc52c5b24cdcf7521,https://lh5.googleusercontent.com/p/AF1QipNfQ-xXyJm7kVlG9SbM_pRY5gp4xYZ83dAVLg4r=w122-h92-k-no,(412) 441-1610,"5808 Bryant St, Pittsburgh, PA 15206",https://teppanyakikyoto.com/,"Subdued Japanese eatery for grilled fare. Minimalist Japanese bistro featuring locally sourced teppanyaki dishes, plus sake, wine & beer.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11:30\u202fAM–2\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–2\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4:30–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '4:30–8:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11:30\u202fAM–2\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11:30\u202fAM–2\u202fPM', 'date': '2023-10-18'}]}",4.7,493.0,Okonomiyaki restaurant,"{'latitude': 40.4757538, 'longitude': -79.9204268}","['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9204268,40.4757538,highland park
2,Joseph Tambellini Restaurant,ChIJF8gWyH_yNIgR54cOZfU6tXw,0x8834f27fc816c817:0x7cb53af5650e87e7,https://lh5.googleusercontent.com/p/AF1QipOVE9MO3Miv1gBOPgRMHItLnLyDE9fadRuGy1t5=w138-h92-k-no,(412) 665-9000,"5701 Bryant St, Pittsburgh, PA 15206",http://www.josephtambellini.com/,Genteel setting for Italian fare. The chef-owner offers modern takes on classic Italian cuisine plus wines at this refined choice.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '4–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': 'Closed', 'date': '2023-10-18'}]}",4.6,409.0,Italian restaurant,"{'latitude': 40.4765163, 'longitude': -79.9214926}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-79.9214926,40.4765163,highland park
3,Park Bruges,ChIJF2TjvX_yNIgR2rajP8TTCM0,0x8834f27fbde36417:0xcd08d3c43fa3b6da,https://lh5.googleusercontent.com/p/AF1QipNgOWNV34WTzw1tV6WdKn5u5ThpFNZTK7cg5pA2=w122-h92-k-no,(412) 661-3334,"5801 Bryant St, Pittsburgh, PA 15206",https://www.pointbrugge.com/park-bruges,Breezy spot for Belgian-inspired eats. Cozy European-style bistro with indoor & outdoor seating offering Belgian-inspired dishes & brunch.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.6,732.0,Restaurant,"{'latitude': 40.4761133, 'longitude': -79.9205928}","['Outdoor seating', 'Takeout', 'Dine-in']",-79.9205928,40.4761133,highland park
4,Smiling Banana Leaf,ChIJvTL5iH_yNIgRdO6KVGjHGXM,0x8834f27f88f932bd:0x7319c768548aee74,https://lh5.googleusercontent.com/p/AF1QipPG2bVTT0STW8WGfM1aFEJqzkEM5e4JNHQheMkl=w122-h92-k-no,(412) 362-3200,"5901 Bryant St, Pittsburgh, PA 15206",http://www.smilingbananaleaf.com/,"Neighborhood standby for Thai fare. This relaxed, cozy BYOB offers a menu of Thai favorites, including a variety of vegetarian dishes.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–3\u202fPM', 'date': '2023-10-18'}]}",4.5,803.0,Thai restaurant,"{'latitude': 40.4758509, 'longitude': -79.9195763}","['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9195763,40.4758509,highland park
5,Applewood Smoke Burger Company,ChIJg0PTuiLzNIgRZiDiEC0UMCM,0x8834f322bad34383:0x2330142d10e22066,https://lh5.googleusercontent.com/p/AF1QipOJ8luFyO1wMlsZHZyorn58MQKGi5fJ8hJ7wAvT=w122-h92-k-no,(412) 522-4592,"5719 Bryant St, Pittsburgh, PA 15206",undefined,"Fast-food eatery set inside a pub. Burger counter inside Park Place Pub turning out elevated sandwiches, fries & wings.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '1–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4–9\u202fPM', 'date': '2023-10-18'}]}",4.8,147.0,Hamburger restaurant,"{'latitude': 40.4763295, 'longitude': -79.9208785}","['Outdoor seating', 'Curbside pickup', 'Takeout', 'Dine-in', 'Delivery']",-79.9208785,40.4763295,highland park
6,Jambo Grill,ChIJxVd0I2ntNIgR0HWArl8uf3s,0x8834ed69237457c5:0x7b7f2e5fae8075d0,https://lh5.googleusercontent.com/p/AF1QipOj6IWGHjhdDpEIs8-xBm_CLgSsNpdQLEGO-6GE=w122-h92-k-no,,"Pittsburgh, PA 15206",undefined,,"{'timezone': 'America/New_York', 'days': []}",2.5,33.0,Restaurant,"{'latitude': 40.4845292, 'longitude': -79.91843899999999}","['Takeout', 'Dine-in', 'Delivery']",-79.91843899999999,40.4845292,highland park
7,Swahili Pizza,ChIJl9Idur_tNIgRC4qSnGye370,0x8834edbfba1dd297:0xbddf9e6c9c928a0b,https://lh5.googleusercontent.com/p/AF1QipM_5ebU9UJbjMEBOnL3KzKjqLg0OkRg1C7TG5eX=w122-h92-k-no,,"F3MJ+QP, Pittsburgh, PA 15206",undefined,,"{'timezone': 'America/New_York', 'days': []}",1.0,2.0,Italian restaurant,"{'latitude': 40.4844678, 'longitude': -79.91812519999999}","['Takeout', 'Dine-in', 'Delivery']",-79.91812519999999,40.4844678,highland park
8,Tazza D'Oro,ChIJkYOyh4DtNIgRp0mPbsULPU0,0x8834ed8087b28391:0x4d3d0bc56e8f49a7,https://lh5.googleusercontent.com/p/AF1QipOVEtsOLZ3vGRohtow17Y7GOFDRTHnWwiw7W6k3=w122-h92-k-no,(412) 362-3676,"1125 N Highland Ave, Pittsburgh, PA 15206",http://www.tazzadoro.net/,"Cafe with hand-roasted, seasonal coffee. The craft coffee list changes monthly at this homey cafe, whose name translates to ""cup of gold.""","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–5\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–5\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–5\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–5\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–5\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–5\u202fPM', 'date': '2023-10-18'}]}",4.6,493.0,Cafe,"{'latitude': 40.4748771, 'longitude': -79.918779}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-79.918779,40.4748771,highland park
9,Casbah,ChIJnetrqnTyNIgR7bt3L49RUTM,0x8834f274aa6beb9d:0x3351518f2f77bbed,https://lh5.googleusercontent.com/p/AF1QipOSvvwyL5HLMCKXawJlgY_C7L50Mku6XkJrkDU4=w194-h92-k-no,(412) 661-5656,"229 S Highland Ave, Pittsburgh, PA 15206",https://www.casbah.kitchen/,"Mediterranean fare & modern flair. Mediterranean eatery & wine bar has a modern space with Art Deco flair, colorful lights & a patio.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4:30–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4:30–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4:30–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11:30\u202fAM–2\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '4:30–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4:30–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4:30–9\u202fPM', 'date': '2023-10-18'}]}",4.6,1137.0,Fine dining restaurant,"{'latitude': 40.458152999999996, 'longitude': -79.9249504}","['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']",-79.9249504,40.458152999999996,highland park
10,Lock & Dam Dog Shop,ChIJE5YAUp3yNIgRIJAi9h5VJmc,0x8834f29d52009613:0x6726551ef6229020,https://lh5.googleusercontent.com/p/AF1QipMB0Uc91K567IT2Wqlz-46BYgRM00RQcBbdOGMd=w122-h92-k-no,(412) 363-1919,"7331 Butler St, Pittsburgh, PA 15206",http://www.lockanddamdog.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–5:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–5:30\u202fPM', 'date': '2023-10-18'}]}",4.8,362.0,Hot dog restaurant,"{'latitude': 40.4880211, 'longitude': -79.91988099999999}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-79.91988099999999,40.4880211,highland park
11,Noodlehead,ChIJWQh7rAzyNIgR2SmJQjW3nAs,0x8834f20cac7b0859:0xb9cb735428929d9,https://lh5.googleusercontent.com/p/AF1QipOG3ar-UJHmXSkOtiUaxzAVRuUvmxhJ1qvnpi_8=w122-h92-k-no,(412) 295-4580,"242 S Highland Ave, Pittsburgh, PA 15206",http://noodleheadpgh.com/,"Rustic-chic spot for Thai street food. BYOB, cash-only Thai joint featuring street-market noodles & other bites in cool, rustic digs.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '12–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '12–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '12–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '12–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '12–10\u202fPM', 'date': '2023-10-18'}]}",4.6,3009.0,Thai restaurant,"{'latitude': 40.4578006, 'longitude': -79.9252669}","['Outdoor seating', 'Takeout', 'Dine-in']",-79.9252669,40.4578006,highland park
12,The Urban Tap,ChIJf8-9UXPyNIgR0MoGEhLB1VY,0x8834f27351bdcf7f:0x56d5c1121206cad0,https://lh5.googleusercontent.com/p/AF1QipMJFKMBVvsedSV8ehEZB5AXs91qnd2LnU2ebP8o=w163-h92-k-no,(412) 404-7723,"216 S Highland Ave, Pittsburgh, PA 15206",http://www.theurbantap.com/,"Hip spot for craft beer & American bites. Craft brews & modern American eats are the draw at this open, airy gastropub with a cool atmosphere.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–1\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.3,1176.0,Gastropub,"{'latitude': 40.458414, 'longitude': -79.9255227}","['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.9255227,40.458414,highland park
13,The Bulldog Pub,ChIJK1hW6YTyNIgRTqozUZYSdHw,0x8834f284e956582b:0x7c7412965133aa4e,https://lh5.googleusercontent.com/p/AF1QipOOaESjmIQjQEcifdu5Ld6GioSpdSqHO1AfAPZ3=w122-h92-k-no,(412) 404-2775,"1818 Morningside Ave, Pittsburgh, PA 15206",http://thebulldogpub.com/,"Laid-back choice for burgers & beer. Small, unpretentious watering hole with many craft beers & a menu of burgers, sandwiches & wings.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '2\u202fPM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-18'}]}",4.6,460.0,Bar & grill,"{'latitude': 40.486768399999995, 'longitude': -79.9266313}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.9266313,40.486768399999995,highland park
14,Muddy Waters Oyster Bar,ChIJk3ZweXPyNIgR8yU9fdW2sAE,0x8834f27379707693:0x1b0b6d57d3d25f3,https://lh5.googleusercontent.com/p/AF1QipOrP6Mp8gNIM4GkqSWhzJhNgcDZEdqj-bI_wNZl=w122-h92-k-no,(412) 361-0555,"130 S Highland Ave, Pittsburgh, PA 15206",http://muddywaterspgh.com/,"Stylish spot for Cajun fare & seafood. Smooth New Orleans–style bar & eatery serving seafood, Cajun plates & innovative cocktails.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4:30–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4:30–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4:30–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10:30\u202fAM–3\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4:30–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4:30–10\u202fPM', 'date': '2023-10-18'}]}",4.6,969.0,Oyster bar restaurant,"{'latitude': 40.4602134, 'longitude': -79.92524759999999}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.92524759999999,40.4602134,highland park
1,Dive Bar & Grille (Regent Square),ChIJhf_eEmztNIgRtb3sUYxdgag,0x8834ed6c12deff85:0xa8815d8c51ecbdb5,https://lh5.googleusercontent.com/p/AF1QipPomyFjWkizCXQqLO1J0tMbkQVhBMmeY6gSBXqe=w80-h106-k-no,(412) 727-6818,"607 S Braddock Ave, Pittsburgh, PA 15221",https://www.divebarandgrille.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-18'}]}",4.2,207.0,Restaurant,"{'latitude': 40.439400899999995, 'longitude': -79.89720779999999}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.89720779999999,40.439400899999995,regent square
2,Thai Cottage,ChIJ24QQrXXuNIgRBYsiNnow9JA,0x8834ee75ad1084db:0x90f4307a36228b05,https://lh5.googleusercontent.com/p/AF1QipPWiFtN_eue4H0YTWzYlFetEUvuyYXN9Ivph_gX=w119-h92-k-no,(412) 241-8424,"1109 S Braddock Ave, Pittsburgh, PA 15218",http://thaicottagepgh.com/,Casual-chic Southeast Asian cafe. A generous menu of homestyle Thai fare & vegan options is served in a casually stylish setting.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11:30\u202fAM–3:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–3:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '12–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '12–9:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11:30\u202fAM–3:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11:30\u202fAM–3:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11:30\u202fAM–3:30\u202fPM', 'date': '2023-10-18'}]}",4.7,575.0,Thai restaurant,"{'latitude': 40.432530799999995, 'longitude': -79.89368689999999}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.89368689999999,40.432530799999995,regent square
3,Famous Cafe,ChIJDTkCj6XvNIgRwX6Hw7O-XuA,0x8834efa58f02390d:0xe05ebeb3c3877ec1,https://lh5.googleusercontent.com/p/AF1QipM4ZIlDeP4Vr1dXWvYCgeZIwcUajkAXLgDHjpO2=w122-h92-k-no,(412) 246-3030,"1103 S Braddock Ave, Pittsburgh, PA 15218",http://www.famouscafepgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-18'}]}",4.9,122.0,Restaurant,"{'latitude': 40.4328001, 'longitude': -79.89377089999999}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.89377089999999,40.4328001,regent square
4,Frick Park Tavern,ChIJT2VbCRvvNIgRmRFQP6K9iXw,0x8834ef1b095b654f:0x7c89bda23f501199,https://lh5.googleusercontent.com/p/AF1QipNecYS4cA96QWbBfJGrDTZ0CeZMEpr61QM-x8cC=w122-h92-k-no,(412) 871-3440,"1100 S Braddock Ave, Pittsburgh, PA 15218",http://frickparktavern.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '5–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5–9\u202fPM', 'date': '2023-10-18'}]}",4.6,165.0,Restaurant,"{'latitude': 40.4326365, 'longitude': -79.8941435}","['Outdoor seating', 'No-contact delivery', 'Takeout', 'Dine-in']",-79.8941435,40.4326365,regent square
5,El Burro Dos,ChIJf6kfwMLtNIgRXT8RnzFUh9s,0x8834edc2c01fa97f:0xdb8754319f113f5d,https://lh5.googleusercontent.com/p/AF1QipNM0ocFdtMZMM06URqQfH-vH8Izv1T1xXIXxVSk=w122-h92-k-no,(412) 242-3451,"1113 S Braddock Ave, Pittsburgh, PA 15218",http://www.elburropgh.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11:30\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11:30\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.2,573.0,Mexican restaurant,"{'latitude': 40.4325329, 'longitude': -79.89354019999999}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.89354019999999,40.4325329,regent square
6,Bosphorus Mediterranean Cuisine,ChIJq1hYRLHtNIgRdCtW_bZslaA,0x8834edb1445858ab:0xa0956cb6fd562b74,https://lh5.googleusercontent.com/p/AF1QipNmGRFo2iVWSKvi-bJ-c2R2nvcfKOXvErR1ZnLe=w80-h106-k-no,(412) 727-6220,"7600 Forbes Ave, Pittsburgh, PA 15221",https://www.bosphorusmediterraneanpa.com/,"Festive option for Mediterranean meals. Mediterranean, Middle Eastern & Turkish cuisine served in a casual, warmly decorated space.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4–9:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-18'}]}",4.5,854.0,Restaurant,"{'latitude': 40.4395609, 'longitude': -79.8974168}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.8974168,40.4395609,regent square
7,61B Cafe,ChIJjUAiVXTuNIgRx_uIV_2oEws,0x8834ee745522408d:0xb13a8fd5788fbc7,https://lh5.googleusercontent.com/p/AF1QipNIz1wWpK1qus8XdRT4Ek1ixFCyx6Ipjw4go5Lv=w122-h92-k-no,(412) 871-3013,"1108 S Braddock Ave, Pittsburgh, PA 15218",undefined,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '6\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '6\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–7\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '6\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '6\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '6\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.3,195.0,Restaurant,"{'latitude': 40.432390999999996, 'longitude': -79.89395859999999}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-79.89395859999999,40.432390999999996,regent square
8,D's Six Pax and Dogz,ChIJN3RDUXTuNIgR6nGsrFqr8E8,0x8834ee7451437437:0x4ff0ab5aacac71ea,https://lh5.googleusercontent.com/p/AF1QipNFzt2o-TFLyH3F4Gi0DHtOxPBSm8_Qkf6MbbOL=w163-h92-k-no,(412) 241-4666,"1118 S Braddock Ave, Swissvale, PA 15218",https://ds6pax.com/,"Hot dog joint with walk-in beer room. Pizza, wings & gourmet dogs smothered in chili & coleslaw, as well as over 1,000 varieties of beer.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.6,1450.0,American restaurant,"{'latitude': 40.4320798, 'longitude': -79.8937175}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-79.8937175,40.4320798,regent square
